49,6,0
203,6,1
204,6,1
163,6,0
165,6,0
130,6,1
189,6,1
193,6,0
208,6,0
199,6,0
79,6,1
88,6,0
89,6,0
87,6,1
166,6,0
134,6,1
131,6,1
167,6,1
86,6,1
117,6,1
132,6,1
207,6,0
168,6,0
17,6,0
41,6,0
169,6,1
24,6,1
164,6,1
35,6,0
101,6,1
48,6,0
16,6,0
55,6,0
191,6,1
78,6,0
58,6,0
209,6,0
85,6,0
71,6,0
14,6,0
160,6,1
45,6,0
205,6,1
116,6,1
0,6,0
171,6,1
2,6,0
52,6,0
94,6,1
3,6,0
83,6,0
144,6,0
141,6,0
39,6,0
50,6,0
147,6,1
69,6,1
4,6,0
29,6,0
47,6,0
75,6,1
103,6,1
150,6,1
111,6,0
127,6,1
93,6,1
65,6,0
142,6,0
190,6,0
74,6,1
173,6,1
174,6,1
110,6,0
59,6,0
133,6,1
175,6,0
118,6,1
72,6,0
107,6,1
125,6,0
200,6,0
18,6,0
148,6,0
6,6,0
70,6,0
122,6,0
176,6,1
187,6,0
105,6,1
135,6,1
172,6,1
56,6,0
210,6,0
23,6,0
149,6,1
98,6,1
113,6,1
152,6,0
156,6,0
99,6,1
106,6,1
92,6,0
100,6,0
159,6,0
185,6,0
178,6,1
68,6,1
37,6,0
158,6,1
5,6,0
32,6,1
140,6,0
22,6,0
196,6,0
217,6,1
28,6,0
179,6,1
7,6,0
143,6,1
67,6,1
157,6,1
112,6,0
124,6,1
46,6,0
12,6,0
170,6,1
57,6,1
180,6,1
120,6,0
42,6,0
33,6,0
61,6,0
211,6,0
119,6,1
27,6,0
202,6,1
62,6,1
128,6,0
51,6,0
38,6,0
95,6,0
40,6,0
36,6,0
123,6,1
53,6,0
10,6,0
218,6,1
129,6,1
145,6,1
91,6,0
20,6,0
43,6,0
104,6,0
109,6,1
212,6,0
90,6,0
155,6,0
181,6,1
153,6,0
44,6,0
63,6,0
151,6,1
54,6,0
26,6,1
80,6,0
73,6,0
21,6,0
102,6,1
84,6,0
11,6,0
139,6,0
138,6,0
60,6,0
82,6,0
182,6,0
206,6,0
188,6,0
161,6,1
97,6,1
114,6,0
201,6,0
197,6,0
13,6,0
1,6,0
195,6,0
8,6,0
186,6,0
183,6,0
115,6,1
31,6,0
121,6,1
81,6,0
76,6,0
34,6,0
136,6,0
214,6,0
215,6,1
49,7,0
203,7,1
204,7,1
163,7,1
165,7,1
130,7,1
189,7,1
193,7,1
208,7,1
199,7,1
79,7,1
88,7,1
89,7,1
87,7,1
166,7,0
134,7,1
131,7,1
167,7,1
86,7,1
117,7,1
132,7,1
207,7,0
168,7,1
17,7,0
41,7,0
169,7,1
24,7,0
164,7,1
35,7,1
101,7,1
48,7,0
16,7,0
55,7,0
191,7,0
78,7,0
58,7,0
209,7,0
85,7,0
71,7,0
14,7,0
160,7,1
45,7,0
205,7,1
116,7,1
0,7,1
171,7,1
2,7,0
52,7,0
94,7,1
3,7,0
83,7,0
144,7,0
141,7,1
39,7,0
77,7,0
50,7,0
147,7,0
69,7,1
4,7,0
29,7,0
47,7,0
75,7,1
103,7,1
150,7,1
111,7,0
127,7,1
93,7,1
65,7,0
142,7,1
190,7,0
74,7,1
173,7,1
174,7,1
110,7,1
59,7,0
133,7,1
175,7,1
118,7,1
72,7,0
107,7,1
125,7,1
200,7,1
18,7,0
148,7,1
6,7,0
70,7,0
122,7,1
176,7,1
187,7,1
105,7,1
135,7,0
172,7,1
56,7,1
210,7,0
23,7,0
149,7,1
98,7,1
113,7,1
152,7,1
156,7,1
99,7,0
106,7,1
92,7,0
100,7,0
159,7,0
185,7,1
178,7,1
68,7,1
37,7,0
158,7,1
5,7,0
32,7,1
140,7,1
22,7,0
196,7,1
217,7,1
28,7,0
179,7,1
7,7,0
143,7,1
67,7,1
157,7,1
112,7,0
124,7,1
46,7,0
12,7,0
170,7,0
57,7,1
180,7,1
120,7,0
42,7,0
33,7,0
61,7,0
211,7,0
119,7,1
27,7,0
202,7,1
62,7,1
128,7,1
51,7,0
38,7,0
95,7,0
40,7,0
36,7,1
123,7,1
53,7,0
10,7,0
129,7,1
145,7,1
91,7,0
20,7,0
43,7,0
104,7,1
109,7,0
212,7,0
90,7,0
155,7,1
181,7,1
153,7,1
44,7,0
63,7,0
151,7,1
54,7,0
26,7,1
64,7,0
80,7,0
73,7,0
21,7,0
102,7,1
84,7,0
11,7,0
139,7,1
138,7,1
60,7,0
82,7,0
182,7,1
206,7,1
188,7,0
161,7,0
97,7,1
114,7,1
201,7,1
197,7,0
13,7,0
1,7,0
195,7,0
