137,0,0
154,0,1
108,0,1
213,0,1
30,0,0
198,0,1
15,0,0
19,0,0
194,0,1
126,0,1
9,0,0
146,0,1
192,0,1
66,0,0
96,0,1
184,0,0
177,0,1
162,0,1
25,0,0
216,0,1
137,1,1
154,1,1
108,1,1
213,1,1
30,1,0
198,1,1
15,1,0
19,1,0
194,1,1
126,1,1
9,1,0
146,1,1
192,1,1
66,1,0
96,1,1
184,1,0
177,1,1
162,1,1
25,1,0
216,1,1
137,2,0
154,2,1
108,2,1
213,2,1
30,2,0
198,2,1
15,2,0
19,2,0
194,2,1
126,2,1
9,2,0
146,2,1
192,2,1
66,2,0
96,2,1
184,2,0
177,2,1
162,2,1
25,2,0
216,2,1
137,3,0
154,3,1
108,3,1
213,3,0
30,3,0
198,3,1
15,3,0
19,3,0
194,3,1
126,3,1
9,3,0
146,3,1
192,3,1
66,3,0
96,3,0
184,3,0
177,3,1
162,3,1
25,3,0
216,3,0
137,4,1
154,4,1
108,4,1
213,4,1
30,4,0
198,4,1
15,4,0
19,4,0
194,4,0
126,4,1
9,4,0
146,4,1
192,4,1
66,4,0
96,4,1
184,4,0
177,4,1
162,4,1
25,4,0
216,4,1
30,5,1
198,5,1
15,5,0
19,5,0
194,5,1
126,5,1
9,5,0
192,5,1
66,5,0
224,5,0
222,5,0
96,5,0
184,5,0
177,5,1
162,5,1
25,5,0
137,8,1
154,8,1
108,8,1
213,8,1
30,8,0
198,8,1
15,8,0
19,8,0
194,8,1
126,8,1
9,8,0
146,8,1
192,8,1
66,8,0
96,8,1
184,8,0
177,8,1
162,8,1
25,8,0
216,8,1
137,9,1
154,9,1
108,9,1
213,9,1
30,9,0
198,9,1
15,9,0
19,9,0
194,9,1
126,9,1
9,9,0
146,9,1
192,9,1
66,9,0
96,9,1
184,9,0
177,9,1
162,9,1
25,9,0
216,9,1
30,10,0
198,10,1
15,10,0
19,10,0
194,10,1
126,10,1
9,10,0
192,10,1
66,10,0
224,10,0
222,10,0
96,10,0
184,10,0
177,10,1
162,10,1
25,10,0
216,10,1
137,11,1
154,11,0
108,11,0
213,11,0
30,11,0
198,11,1
15,11,0
19,11,0
194,11,0
126,11,1
9,11,0
146,11,1
192,11,1
66,11,0
96,11,1
184,11,0
177,11,1
162,11,1
25,11,0
216,11,1
137,12,0
154,12,0
108,12,0
213,12,0
30,12,0
198,12,0
15,12,0
19,12,0
194,12,0
126,12,0
9,12,0
146,12,1
192,12,1
66,12,0
96,12,0
184,12,0
177,12,1
162,12,1
25,12,0
216,12,0
137,13,1
154,13,0
108,13,0
213,13,1
30,13,0
198,13,1
15,13,0
19,13,0
194,13,1
126,13,1
9,13,0
146,13,1
192,13,1
66,13,0
96,13,0
184,13,0
177,13,1
162,13,1
25,13,0
216,13,1
137,15,0
154,15,0
108,15,1
213,15,1
30,15,0
198,15,1
15,15,0
19,15,0
194,15,0
126,15,0
9,15,0
146,15,1
192,15,1
66,15,0
96,15,1
184,15,0
177,15,1
162,15,1
25,15,0
216,15,1
137,16,0
154,16,1
108,16,0
213,16,0
30,16,0
198,16,1
15,16,0
19,16,0
194,16,0
126,16,1
9,16,0
146,16,1
192,16,1
66,16,0
96,16,0
184,16,0
177,16,1
162,16,1
25,16,0
216,16,1
137,17,0
154,17,1
108,17,1
213,17,1
30,17,0
198,17,1
15,17,0
19,17,0
194,17,1
126,17,1
9,17,0
146,17,1
192,17,1
66,17,0
96,17,0
184,17,1
177,17,1
162,17,1
25,17,0
216,17,1
137,19,1
154,19,1
108,19,1
213,19,1
30,19,0
198,19,1
15,19,0
19,19,0
126,19,0
9,19,0
146,19,1
66,19,0
96,19,1
184,19,0
177,19,1
162,19,1
25,19,0
216,19,1
137,20,1
154,20,1
108,20,1
213,20,1
30,20,0
198,20,1
15,20,0
19,20,1
194,20,1
126,20,1
9,20,0
146,20,1
192,20,1
66,20,0
96,20,1
184,20,0
177,20,1
162,20,1
25,20,0
216,20,1
137,21,1
154,21,0
108,21,0
213,21,1
30,21,0
198,21,1
15,21,0
19,21,0
194,21,1
126,21,0
9,21,0
146,21,0
192,21,1
66,21,0
96,21,1
184,21,0
177,21,1
162,21,1
25,21,0
216,21,1
137,22,1
154,22,1
108,22,1
213,22,1
30,22,0
198,22,1
15,22,0
19,22,0
194,22,1
126,22,1
9,22,0
146,22,1
192,22,1
66,22,0
96,22,1
184,22,0
177,22,1
162,22,1
25,22,0
216,22,1
137,23,0
154,23,0
108,23,1
213,23,0
30,23,0
198,23,1
15,23,0
19,23,0
194,23,1
126,23,0
9,23,0
146,23,1
192,23,1
66,23,0
184,23,0
177,23,1
162,23,1
25,23,0
216,23,0
137,24,1
154,24,1
108,24,1
213,24,1
30,24,0
198,24,1
15,24,0
19,24,0
194,24,1
126,24,1
9,24,0
146,24,1
192,24,1
66,24,0
224,24,1
96,24,0
184,24,0
177,24,1
162,24,1
25,24,0
216,24,1
137,26,1
154,26,1
108,26,1
213,26,0
30,26,0
198,26,0
15,26,0
19,26,0
194,26,0
126,26,1
9,26,0
146,26,0
192,26,0
66,26,0
96,26,0
184,26,0
177,26,1
162,26,1
25,26,0
216,26,0
137,27,0
154,27,1
108,27,1
213,27,0
30,27,0
198,27,1
15,27,0
19,27,0
194,27,1
126,27,1
9,27,0
146,27,1
192,27,1
66,27,0
224,27,1
222,27,0
96,27,0
184,27,0
177,27,1
162,27,1
25,27,0
216,27,1
137,28,1
154,28,0
108,28,1
213,28,1
30,28,0
198,28,1
15,28,0
19,28,0
194,28,1
126,28,1
9,28,0
146,28,1
192,28,1
66,28,0
96,28,0
184,28,1
177,28,1
162,28,1
25,28,0
216,28,1
137,29,0
154,29,1
108,29,1
213,29,1
30,29,0
198,29,1
15,29,0
19,29,0
194,29,1
126,29,1
9,29,0
146,29,1
192,29,1
66,29,0
96,29,1
184,29,0
177,29,1
162,29,1
25,29,0
216,29,1
137,30,0
154,30,0
108,30,1
213,30,0
30,30,0
198,30,1
15,30,0
19,30,0
194,30,0
126,30,1
9,30,0
146,30,0
192,30,1
66,30,0
96,30,1
184,30,0
177,30,1
162,30,0
25,30,0
216,30,1
137,31,1
154,31,1
108,31,1
213,31,1
30,31,0
198,31,1
15,31,0
19,31,0
194,31,1
126,31,1
9,31,0
146,31,1
192,31,1
66,31,0
96,31,0
184,31,0
177,31,1
162,31,1
25,31,0
216,31,1
137,32,1
154,32,1
108,32,1
30,32,1
198,32,1
15,32,0
19,32,0
194,32,1
126,32,1
9,32,0
146,32,1
192,32,1
66,32,0
224,32,0
222,32,0
96,32,1
184,32,0
177,32,1
162,32,1
25,32,0
137,33,1
154,33,1
108,33,1
213,33,1
30,33,0
198,33,1
15,33,0
19,33,0
194,33,1
126,33,1
9,33,1
146,33,1
192,33,1
66,33,0
96,33,1
184,33,0
177,33,1
162,33,1
25,33,0
216,33,1
137,34,0
154,34,1
108,34,1
213,34,1
30,34,0
198,34,1
15,34,0
19,34,1
194,34,1
126,34,1
9,34,0
146,34,1
192,34,0
66,34,0
224,34,1
96,34,1
184,34,0
177,34,1
162,34,1
25,34,0
216,34,1
137,35,1
154,35,1
108,35,1
213,35,1
30,35,0
198,35,1
15,35,0
19,35,0
194,35,1
126,35,1
9,35,0
146,35,1
192,35,1
66,35,0
96,35,0
184,35,1
177,35,1
162,35,1
25,35,0
216,35,1
137,36,1
154,36,1
108,36,0
213,36,1
30,36,0
198,36,1
15,36,0
19,36,0
194,36,1
126,36,0
9,36,0
146,36,0
192,36,1
66,36,0
224,36,1
96,36,0
184,36,0
177,36,1
162,36,1
25,36,0
216,36,1
137,37,1
154,37,0
108,37,1
213,37,1
30,37,0
198,37,1
15,37,0
19,37,0
194,37,0
